cycle,S,E,I,R
351,0.23928553052374282,0.01557237042355599,0.0403491807622556,0.7047929182904443
352,0.23645773161509007,0.01520638341379337,0.03975681279455239,0.7085790721765626
353,0.23376719093007622,0.01483613071693217,0.03912889940886578,0.7122677789441245
354,0.23121321151244031,0.01446319177230511,0.03846910127951337,0.7158544954357396
355,0.22879468111849327,0.01408904053773046,0.03778106573875943,0.7193352126050154
356,0.22651011415749173,0.01371504097667436,0.03706839501658585,0.7227064498492468
357,0.22435769277054918,0.01334244455019087,0.03633461763041106,0.7259652450488469
358,0.22233530660331727,0.01297238951210141,0.03558316309658767,0.7291091407879917
359,0.22044059091298307,0.0126059017916758,0.03481734004754573,0.7321361672477934
360,0.21867096273044836,0.01224389724222559,0.03404031775914032,0.735044822268184
361,0.2170236548724123,0.01188718503533169,0.03325511102336489,0.7378340490688893
362,0.21549574766458054,0.01153647198763871,0.03246456824281201,0.7405032121049668
363,0.21408419829579597,0.01119236761899238,0.03167136257531468,0.7430520715098948
364,0.21278586777344136,0.01085538975596679,0.03087798591989357,0.7454807565506962
365,0.21159754549309284,0.01052597051241406,0.03008674550792877,0.7477897384865624
366,0.21051597147050014,0.01020446249759234,0.02929976284559089,0.7499798031863143
367,0.20953785631204608,0.00989114512185121,0.02851897474404015,0.7520520238220599
368,0.20865989902154175,0.00958623088909202,0.02774613617166264,0.7540077339177008
369,0.20787880275722,0.00928987158373385,0.02698282466654478,0.7558485009924991
370,0.20719128866384018,0.00900216427730113,0.02623044605637626,0.7575761010024806
371,0.20659410791159913,0.00872315709572595,0.02549024124594468,0.7591924937467284
372,0.2060840520767495,0.00845285470285449,0.02476329384834691,0.7606997993720476
373,0.2056579619990886,0.00819122346837692,0.02405053845408712,0.7621002760784454
374,0.2053127352493732,0.00793819629945444,0.02335276935156043,0.76339629909961
375,0.20504533233575428,0.00769367712473795,0.02267064953235034,0.7645903410071548
376,0.20485278177297003,0.00745754502734857,0.02200471983472153,0.7656849533649575
377,0.20473218413166452,0.00722965802983381,0.02135540809820204,0.7666827497402972
378,0.20468071517815575,0.0070098565392597,0.02072303822085639,0.7675863900617257
379,0.2046956282075182,0.00679796646458851,0.02010783902847775,0.7683985662994127
380,0.20477425566521948,0.00659380202146957,0.01950995288128328,0.7691219894320249
381,0.2049140101449089,0.00639716824167745,0.01892944395865765,0.7697593776547533
382,0.20511238484246572,0.00620786320580043,0.01836630617599268,0.7703134457757382
383,0.2053669535391622,0.00602568001853789,0.01782047069970142,0.7707868957425958
384,0.20567537017986934,0.00585040854621941,0.01729181303706582,0.7711824082368428
385,0.20603536810568265,0.00568183693601201,0.01678015968676224,0.7715026352715404
386,0.20644475899420656,0.00551975293582258,0.01628529434377404,0.7717501937261937
387,0.2069014315550214,0.00536394503320689,0.01580696365903692,0.7719276597527313
388,0.20740335002258847,0.00521420343072839,0.01534488255966956,0.77203756398701
389,0.20794855248399563,0.00507032087422448,0.01489873914012731,0.7720823875016495
390,0.20853514907452608,0.00493209334937865,0.01446819913818543,0.7720645584379067
391,0.20916132007000923,0.00479932066090157,0.01405291001241653,0.7719864492566698
392,0.20982531390126988,0.00467180690751979,0.0136525046398753,0.7718503745513328
393,0.21052544511271487,0.00454936086488219,0.01326660465413891,0.7716585893682619
394,0.21126009228414802,0.00443179628743557,0.01289482344476124,0.7714132879836536
395,0.21202769593226747,0.00431893213930783,0.01253676883966624,0.7711166030887567
396,0.21282675640595347,0.0042105927632756,0.01219204549210434,0.7707706053386649
397,0.21365583178735872,0.00410660799599073,0.01186025699359107,0.7703773032230574
398,0.21451353580896879,0.00400681323679884,0.01154100773379999,0.7699386432204303
399,0.21539853579516038,0.00391104947670447,0.01123390452774198,0.7694565102003907
400,0.21630955063534588,0.00381916329332177,0.01093855802977744,0.7689327280415525
401,0.21724534879452603,0.00373100681699361,0.01065458395311327,0.7683690604353652
402,0.2182047463659679,0.00364643767266646,0.01038160411246752,0.7677672118488963
403,0.21918660516975574,0.00356531890156662,0.01011924730656769,0.7671288286221081
404,0.22018983090012045,0.00348751886623539,0.00986715005610823,0.7664555001775337
405,0.22121337132372815,0.00341291114204119,0.0096249572117461,0.7657487603224831
406,0.22225621453047473,0.00334137439789233,0.00939232244567747,0.7650100886259538
407,0.22331738723779354,0.0032727922685219,0.00916890863932475,0.7642409118543576
408,0.2243959531490175,0.00320705322040184,0.00895438817868091,0.7634426054518979
409,0.2254910113659425,0.00314405041306412,0.00874844316791435,0.7626164950530776
410,0.22660169485540704,0.00308368155735914,0.0085507655709385,0.7617638580162941
411,0.2277271689694131,0.00302584877196237,0.00836105728979806,0.7608859249688259
412,0.22886663001808752,0.00297045843924675,0.00817903018792114,0.7599838813547442
413,0.2300193038945794,0.00291742106146849,0.00800440606553474,0.7590588689784169
414,0.23118444475083516,0.00286665111806391,0.00783691659383946,0.7581119875372611
415,0.23236133372306272,0.00281806692472439,0.00767630321388786,0.7571442961383247
416,0.23354927770559225,0.00277159049480171,0.00752231700550801,0.7561568147940974
417,0.2347476081717658,0.00272714740349638,0.00737471853105827,0.7551505258936793
418,0.23595568004042597,0.0026846666551945,0.00723327765828829,0.7541263756460906
419,0.23717287058653336,0.00264408055424362,0.0070977733661138,0.7530852754931089
420,0.23839857839441664,0.00260532457939266,0.00696799353668518,0.7520281034895051
421,0.23963222235214174,0.00256833726206499,0.00684373473674094,0.7509557056490521
422,0.24087324068548766,0.00253306006858535,0.00672480199088327,0.7498688972550441
423,0.24212109003001478,0.00249943728644001,0.00661100854909301,0.7487684641344525
424,0.2433752445397332,0.00246741591461431,0.00650217565051138,0.7476551638951416
425,0.24463519503088765,0.00243694555802201,0.00639813228525507,0.7465297271258363
426,0.24590044815940965,0.00240797832601525,0.00629871495579622,0.7453928585587806
427,0.2471705256306079,0.00238046873494333,0.00620376743922815,0.7442452381952223
428,0.24844496343970657,0.00235437361471033,0.00611314055154926,0.7430875223940357
429,0.24972331114186927,0.00232965201926751,0.0060266919149283,0.7419203449239368
430,0.2510051311503902,0.00230626514096432,0.0059442857287649,0.740744317979883
431,0.25228999806176583,0.00228417622867242,0.00586579254522499,0.7395600331643394
432,0.25357749800640383,0.00226335050958942,0.00579108904981299,0.7383680624341954
433,0.2548672280237682,0.0022437551146233,0.0057200578474373,0.7371689590141729
434,0.2561587954607888,0.00222535900725407,0.00565258725433405,0.7359632582776247
435,0.2574518173924233,0.00220813291576598,0.00558857109613207,0.73475147859568
436,0.2587459200632812,0.00219204926874152,0.00552790851227162,0.7335341221557072
437,0.2600407383492711,0.00217708213370732,0.00547050376692648,0.7323116757500971
438,0.2613359152382707,0.00216320715882148,0.00541626606652529,0.7310846115363847
439,0.262631101328856,0.00215040151749203,0.00536510938392076,0.7298533877697333
440,0.2639259543461636,0.00213864385581684,0.00531695228921478,0.7286184495088074
441,0.2652201386740083,0.00212791424273645,0.0052717177872125,0.7273802292960452
442,0.26651332490239976,0.00211819412279246,0.00522933316144846,0.7261391478133608
443,0.26780518938965187,0.0021094662713859,0.00518972982470242,0.7248956145142614
444,0.2690954138383094,0.00210171475243163,0.0051528431759009,0.7236500282333601
445,0.2703836848841486,0.00209492487830691,0.00511861246328241,0.7224027777742641
446,0.27166969369754984,0.00208908317199401,0.00508698065368907,0.7211542424767684
447,0.27295313559656675,0.00208417733131895,0.00505789430783507,0.7199047927642802
448,0.2742337096710532,0.00208019619519032,0.00503130346139206,0.7186547906723653
449,0.2755111184172426,0.00207712971174411,0.00500716151172322,0.7174045903592913
450,0.27678506738219943,0.00207496890830234,0.00498542511009164,0.7161545385994081
451,0.27805526481760284,0.00207370586305504,0.00496605405916303,0.7149049752601804
452,0.2793214213423453,0.00207333367837687,0.00494901121561915,0.7136562337636598
453,0.2805832496134601,0.00207384645569098,0.00493426239769552,0.7124086415331542
454,0.2818404640049282,0.00207523927179429,0.00492177629745472,0.7111625204258238
455,0.28309278029392954,0.00207750815655927,0.00491152439760528,0.7099181871519061
456,0.28433991535415415,0.00208065007192861,0.00490348089267537,0.7086759536812421
457,0.28558158685579244,0.00208466289211957,0.0048976226143498,0.7074361276377383
458,0.28681751297187563,0.00208954538495569,0.00489392896077888,0.7061990126823899
459,0.2880474120906496,0.0020952971942436,0.0048923818296673,0.7049649088854396
460,0.2892710025337038,0.00210191882311298,0.00489296555495173,0.7037341130882321
461,0.29048800227959937,0.00210941161823748,0.00489566684687515,0.7025069192552886
462,0.2916981286927781,0.00211777775485389,0.0049004747352665,0.7012836188171021
463,0.2929010982575517,0.0021270202224965,0.00490738051583364,0.7000645010041191
464,0.294096626317015,0.00213714281136228,0.00491637769927716,0.6988498531723458
465,0.29528442681674344,0.00214815009922167,0.00492746196303211,0.6976399611210031
466,0.29646421205317774,0.00216004743878801,0.00494063110544335,0.6964351094025912
467,0.297635692426623,0.002172840945457,0.00495588500217909,0.6952355816257404
468,0.29879857619882694,0.00218653748532565,0.00497322556468521,0.6940416607511624
469,0.29995256925513286,0.00220114466339754,0.00499265670048073,0.6928536293809885
470,0.3010973748712399,0.0022166708118789,0.00501418427509214,0.6916717700417889
471,0.302232693484638,0.00223312497846693,0.00503781607542106,0.6904963654614741
472,0.30335822247082234,0.00225051691452856,0.00506356177433579,0.6893276988403129
473,0.3044736559244299,0.00226885706306437,0.00509143289627327,0.688166054116232
474,0.30557868444548203,0.00228815654634873,0.00512144278363297,0.6870117162245363
475,0.30667299493095873,0.00230842715313278,0.00515360656373871,0.6858649713521697
476,0.3077562703719703,0.00232968132529303,0.00518794111613858,0.6847261071865985
477,0.3088281896568395,0.00235193214380322,0.00522446504000645,0.6835954131593511
478,0.30988842738045524,0.00237519331390257,0.00526319862140108,0.6824731806842412
479,0.31093665366030404,0.00239947914932829,0.00530416380013168,0.6813597033902363
480,0.31197253395963226,0.00242480455547481,0.00534738413596946,0.6802552773489233
481,0.31299572891825705,0.00245118501133691,0.00539288477393673,0.6791602012964693
482,0.3140058941915823,0.00247863655008777,0.00544069240839469,0.6780747768499348
483,0.3150026802984419,0.00250717573813775,0.00549083524564178,0.6769993087177785
484,0.3159857324784478,0.00253681965251302,0.00554334296472322,0.6759341049043157
485,0.3169546905595802,0.00256758585638783,0.00559824667614198,0.6748794769078901
486,0.31790918883681635,0.0025994923725976,0.00565557887814951,0.6738357399124364
487,0.3188488559626651,0.00263255765495449,0.00571537341028318,0.6728032129720971
488,0.31977331485053057,0.002666800557181,0.00577766540380502,0.6717822191884834
489,0.32068218259190284,0.00270224029927127,0.00584249122868441,0.6707730858801413
490,0.3215750703884371,0.00273889643108489,0.00590988843675484,0.6697761447437229
491,0.32245158350005626,0.00277678879297212,0.00597989570066248,0.6687917320063089
492,0.3233113212102803,0.00281593747322559,0.00605255274821242,0.6678201885682817
493,0.3241538768100552,0.00285636276214878,0.006127900291706,0.6668618601360898
494,0.32497883760143287,0.00289808510252861,0.00620597995185156,0.6659170973441869
495,0.32578578492251825,0.00294112503629661,0.00628683417581979,0.6649862558653657
496,0.3265742941951746,0.00298550314716161,0.0063705061490048,0.6640696965086597
497,0.32734393499705156,0.00303123999899633,0.00645703970004286,0.6631677853039103
498,0.3280942711595611,0.00307835606976085,0.00654647919863298,0.6622808935720464
499,0.32882486089350516,0.00312687168074849,0.00663886944569691,0.6614093979800512
500,0.32953525694411073,0.00317680692094299,0.00673425555541191,0.6605536805795358
501,0.3302250067773021,0.00322818156628208,0.00683268282864675,0.6597141288277701
502,0.33089365279908145,0.00328101499363009,0.00693419661733173,0.6588911355899582
503,0.33154073260995154,0.00333532608927248,0.00703884217929599,0.6580850991214813
504,0.3321657792963541,0.00339113315175775,0.00714666452311139,0.6572964230287783
505,0.33276832176112936,0.00344845378892792,0.00725770824249192,0.6565255162074525
506,0.33334788509503877,0.00350730480899704,0.00737201733981098,0.6557727927561547
507,0.3339039909914026,0.00356770210555949,0.00748963503831691,0.6550386718647224
508,0.33443615820591255,0.0036296605364348,0.00761060358265029,0.6543235776750042
509,0.334943903063672,0.00369319379628567,0.00773496402729497,0.6536279391127492
510,0.3354267400154959,0.0037583142829788,0.00786275601262909,0.6529521896888973
511,0.33588418224545885,0.00382503295769631,0.00799401752828351,0.6522967672685622
512,0.3363157423316292,0.00389335919884785,0.00812878466356296,0.6516621138059611
513,0.336720932961846,0.00396330064988071,0.00826709134474052,0.6510486750435337
514,0.337099267706301,0.00403486306113749,0.00840896905910015,0.6504569001734625
515,0.33745026184856036,0.00410805012596833,0.00855444656567358,0.6498872414597986
516,0.3377734332765269,0.00418286331136729,0.00870354959269944,0.6493401538194074
517,0.33806830343465,0.00425930168347054,0.00885630052192323,0.6488160943599571
518,0.33833439833850565,0.00433736172832721,0.00901271805995719,0.6483155218732114
519,0.33857124965262736,0.00441703716843257,0.00917281689702996,0.6478388962819118
520,0.3387783958322037,0.0044983187755966,0.0093366073535775,0.6473866780386238
521,0.33895538332896236,0.0045811941808101,0.00950409501525841,0.646959327474971
522,0.3391017678612209,0.00466564768186315,0.00967528035711946,0.646557304099799
523,0.33921711574772684,0.00475166004956852,0.00985015835779065,0.6461810658449164
524,0.3393010053044906,0.00483920833354325,0.01002871810475275,0.6458310682572154
525,0.3393530283033847,0.00492826566860551,0.01021094239189355,0.6455077636361182
526,0.3393727914907966,0.00501880108294959,0.01039680731075308,0.6452116001155026
527,0.3393599181641131,0.00511077930936896,0.01058628183704903,0.6449430206894706
528,0.33931404980325935,0.00520416060090404,0.01077932741427385,0.6447024621815641
529,0.33923484775393997,0.00529890055239685,0.01097589753636064,0.6444903541573042
530,0.33912199495860845,0.00539494992953785,0.01117593733162596,0.6443071177802301
531,0.33897519773055534,0.00549225450708809,0.01137938315041204,0.6441531646119472
532,0.3387941875658298,0.00559075491805287,0.01158616215906615,0.6440288953570539
533,0.33857872298703334,0.00569038651566685,0.01179619194310859,0.6439346985541936
534,0.3383285914123087,0.00579107925012531,0.01200938012265187,0.6438709492149173
535,0.3380436110421437,0.00589275756205833,0.01222562398333629,0.6438380074124642
536,0.3377236327558918,0.00599534029479278,0.01244481012624127,0.6438362168230762
537,0.3373685420091935,0.00609874062747798,0.01266681414041174,0.6438659032229189
538,0.3369782607227984,0.00620286603116378,0.01289150030180155,0.6439273729442381
539,0.3365527491525989,0.00630761824991072,0.013118721302578,0.6440209112949141
540,0.33609200773004844,0.00641289330898005,0.01334831801484785,0.6441467809461247
541,0.33559607886153436,0.00651858155209353,0.01358011929295236,0.6443052202934205
542,0.3350650486747267,0.00662456770966807,0.013813941818532,0.6444964417970742
543,0.33449904869943203,0.00673073099981602,0.0140495899925767,0.6447206303081757
544,0.3338982574700826,0.00683694526375682,0.01428685587865038,0.6449779413875107
545,0.33326290203665676,0.00694307913710968,0.01452551920140454,0.6452684996248292
546,0.33259325937060774,0.00704899625832763,0.01476534740437256,0.6455923969666919
547,0.33188965765225853,0.00715455551529216,0.01500609577085846,0.645949691061591
548,0.3311524774261241,0.00725961133081404,0.01524750761150028,0.646340403631562
549,0.33038215261075754,0.00736401398748069,0.01548931452179552,0.6467645188799672
550,0.3295791713499811,0.00746760999195636,0.01573123671252291,0.6472219819455409
551,0.32874407669278255,0.00757024247847875,0.01597298341557997,0.6477126974131597
552,0.3278774670897202,0.00767175165090939,0.01621425336728011,0.648236527892091
553,0.3269799966943973,0.00777197526228709,0.016454735370617,0.6487932926726987
554,0.3260523754594469,0.00787074913040997,0.01669410893740975,0.6493827664727333
555,0.32509536901749275,0.00796790768753514,0.01693204501059344,0.6500046782843785
556,0.32410979833873726,0.0080632845618438,0.01716820676622129,0.6506587103331977
557,0.3230965391581584,0.00815671318787731,0.0174022504940007,0.651344497159964
558,0.3220565211667661,0.00824802744271535,0.01763382655440537,0.6520616248361137
559,0.3209907269629621,0.00833706230424624,0.01786258040959569,0.6528096303231964
560,0.3199001907617632,0.00842365452747974,0.01808815372455019,0.6535880009862072
561,0.3187859968614554,0.00850764333448174,0.01831018553397218,0.6543961742700912
562,0.31764927786913594,0.00858887111317541,0.01852831346969831,0.6552335375479906
563,0.3164912126885517,0.00866718411996107,0.01874217504251366,0.6560994281489737
564,0.3153130242756246,0.008742433180866,0.01895140897148113,0.6569931335720285
565,0.3141159771690586,0.00881447438574938,0.01915565655313715,0.6579138918920552
566,0.3129013748054004,0.00888316976996418,0.01935456306220112,0.6588608923624346
567,0.3116705566298815,0.00894838797782047,0.01954777917480909,0.6598332762174893
568,0.310424895016234,0.00901000490220764,0.01973496240472174,0.6608301376768371
569,0.3091657920104798,0.00906790429481823,0.01991577854248724,0.6618505251522147
570,0.3078946759153378,0.00912197834157548,0.02008990308717055,0.6628934426559164
571,0.30661299773344086,0.00917212819809892,0.02025702266000191,0.6639578514084584
572,0.30532222748889803,0.00921826448034725,0.02041683638915741,0.6650426716415975
573,0.30402385044792174,0.00926030770595097,0.02056905725486699,0.6661467845912609
574,0.3027193632602028,0.00929818868218551,0.02071341338415911,0.667269034673453
575,0.30141027004347015,0.00933184883703205,0.02084964928479354,0.6684082318347051
576,0.3000980784341908,0.00936124049032243,0.02097752700830692,0.6695631540671808
577,0.2987842956276488,0.00938632706255681,0.02109682723259812,0.6707325500771969
578,0.29747042443068095,0.00940708321961029,0.02120735025510366,0.6719151420946057
579,0.2961579593501449,0.00942349495219735,0.0213089168883549,0.6731096288093035
580,0.29484838273975383,0.00943555958963024,0.02140136925055547,0.674314688420061
581,0.29354316102724604,0.00944328574807989,0.02148457144476044,0.6755289817799143
582,0.29224374104295575,0.00944669321421291,0.02155841012126388,0.676751155621568
583,0.2909515464697716,0.00944581276572783,0.0216227949188947,0.6779798458456063
584,0.2896679744331687,0.00944068593093579,0.02167765878206601,0.6792136808538306
585,0.28839439224856905,0.00943136469011748,0.02172295815160359,0.6804512849097107
586,0.28713213434167983,0.00941791112192957,0.02175867302857824,0.6816912815078132
587,0.2858824993557466,0.00940039699862363,0.02178480691156558,0.6829322967340651
588,0.2846467474578555,0.00937890333427146,0.02180138660893974,0.6841729625989345
589,0.28342609785453815,0.00935351989055797,0.02180846192895624,0.6854119203259489
590,0.282221726525012,0.00932434464500252,0.02180610525147871,0.6866478235785075
591,0.2810347641784581,0.00929148322669904,0.02179441098623926,0.6878793416086049
592,0.2798662944398018,0.00925504832482436,0.0217734949234797,0.6891051623118956
593,0.27871735226657923,0.00921515907525157,0.02174349348368856,0.6903239951744818
594,0.2775889225976175,0.00917194043062395,0.02170456287391755,0.6915345740978421
595,0.2764819392324981,0.00912552251919732,0.02165687815882215,0.6927356600894838
596,0.27539728393909774,0.00907603999764792,0.02160063225512013,0.6939260438081353
597,0.27433578578493273,0.00902363140287435,0.02153603485859261,0.6951045479536009
598,0.2732982206865881,0.00896843850760162,0.02146331131306634,0.696270029492744
599,0.2722853111702012,0.0089106056843277,0.02138270143101115,0.6974213817144596
600,0.27129772633479093,0.00885027928184643,0.02129445827546646,0.6985575361078957
601,0.27033608200920045,0.00878760701824087,0.02119884691297988,0.6996774640595781
602,0.2694009410925349,0.0087227373938755,0.02109614314710334,0.7007801783664854
603,0.268492814067239,0.00865581912753129,0.02098663224175724,0.7018647345634714
604,0.26761215967338026,0.0085870006184311,0.02087060764344703,0.7029302320647403
605,0.26675938573224506,0.00851642943650024,0.02074836971091055,0.7039758151203424
606,0.26593485010706286,0.00844425184280542,0.02062022446029639,0.7050006735898334
607,0.26513886178847573,0.00837061234171923,0.0204864823334359,0.7060040435363671
608,0.26437168209233575,0.00829565326597233,0.02034745699618368,0.7069852076455061
609,0.26363352595745093,0.00821951439538589,0.02020346417317467,0.7079434954739869
610,0.26292456333107733,0.00814233260972671,0.02005482052469081,0.708878283534504
611,0.2622449206301939,0.0080642415757992,0.01990184257065699,0.7097889952233485
612,0.26159468226694527,0.00798537146858535,0.01974484566610438,0.7106751005983635
613,0.26097389222703743,0.00790584872596707,0.01958414303175851,0.7115361160152356
614,0.2603825556903408,0.00782579583631709,0.01942004484273742,0.7123716036306033
615,0.25982064068347815,0.00774533115802388,0.01925285737769074,0.7131811707808059
616,0.2592880797547333,0.00766456876982561,0.01908288223007842,0.7139644692453613
617,0.2587847716621993,0.0075836183506648,0.01891041558268572,0.7147211944044491
618,0.25831058306671745,0.00750258508764073,0.01873574754590325,0.7154510842997377
619,0.2578653502217604,0.00742156961052854,0.01855916155976984,0.71615391860794
620,0.257448880653066,0.00734066795125082,0.01838093385928736,0.7168295175363942
621,0.2570609548214522,0.00725997152662911,0.01820133300207069,0.7174777406498464
622,0.25670132776286864,0.00717956714270573,0.01802061945699445,0.7180984856374296
623,0.25636973070035757,0.00709953701890984,0.01783904525214257,0.7186916870285882
624,0.2560658726231969,0.00701995883034357,0.01765685368005545,0.7192573148664025
625,0.25578944182906294,0.00694090576648218,0.01747427905800404,0.719795373346449
626,0.2555401074256189,0.00686244660461457,0.01729154654079639,0.7203058994289679
627,0.2553175207884495,0.00678464579639539,0.01710887198344222,0.7207889614317108
628,0.2551213169727686,0.00670756356593549,0.01692646185085906,0.721244657610435
629,0.2549511160767892,0.00663125601792129,0.01674451317169998,0.7216731147335879
630,0.2548065245550879,0.00655577525432473,0.01656321353331386,0.7220744866572717
631,0.2546871364806948,0.00648116949834214,0.01638274111481258,0.722448952906149
632,0.2545925347550277,0.00640748322428045,0.01620326475521161,0.7227967172654786
633,0.2545222922651193,0.00633475729219246,0.01602494405362956,0.7231180063890574
634,0.2544759729879084,0.00626302908614712,0.01584792949857497,0.7234130684273676
635,0.2544531330416485,0.00619233265510576,0.01567236262341119,0.7236821716798324
636,0.25445332168473617,0.00612269885545932,0.01549837618517177,0.7239256032746308
637,0.2544760822624999,0.00605415549436466,0.01532609436399446,0.7241436678791394
638,0.25452095310267836,0.0059867274730986,0.01515563298055108,0.7243366864436699
639,0.254587468360502,0.00592043692972692,0.01498709972896925,0.7245049949807998
640,0.2546751588144414,0.00585530338046035,0.01482059442286925,0.7246489433822271
641,0.2547835526138126,0.00579134385914146,0.0146562092522719,0.724768894274772
642,0.2549121759795479,0.00572857305437438,0.01449402904927059,0.7248652219168047
643,0.2550605538595209,0.00566700344387317,0.01433413156049933,0.7249383111361043
644,0.2552282105398997,0.00560664542566485,0.01417658772456888,0.7249885563098646
645,0.2554146702140474,0.00554750744583907,0.01402146195278223,0.7250163603873296
646,0.25561945751054416,0.00548959612258816,0.01386881241157821,0.7250221339552879
647,0.25584209798192753,0.00543291636632905,0.01371869130528643,0.7250062943464554
648,0.25608211855576335,0.00537747149574252,0.013571145157908,0.7249692647905843
649,0.25633904794967977,0.00532326334960495,0.01342621509276254,0.7249114736079509
650,0.25661241705197885,0.00527029239432417,0.01328393710896388,0.7248333534447308
651,0.256901759269442,0.00521855782712339,0.01314434235380218,0.7247353405496304
652,0.2572066108439207,0.00516805767484647,0.01300745739022121,0.7246178740910091
653,0.25752651113928976,0.00511878888838387,0.01287330445868226,0.7244813955136417
654,0.2578610029002951,0.00507074743274151,0.01274190173280512,0.7243263479341564
655,0.2582096324848126,0.00502392837279465,0.01261326356826722,0.724153175574124
656,0.25857195007098477,0.00497832595478689,0.01248740074452704,0.7239623232296997
657,0.2589475098406664,0.00493393368364877,0.01236432069901725,0.7237542357766655
658,0.25933587014056575,0.00489074439622389,0.01224402775352479,0.7235293577096837
659,0.25973659362242235,0.00484875033050041,0.01212652333254249,0.7232881327145336
660,0.260149247363518,0.00480794319095547,0.01201180617343673,0.7230310032720888
661,0.26057340296877,0.00476831421012641,0.01189987252833142,0.7227584102927713
662,0.26100863665560314,0.00472985420652857,0.01179071635765776,0.72247079278021
663,0.2614545293227548,0.00469255363904364,0.01168432951536419,0.7221685875228364
664,0.26191066660411616,0.00465640265790528,0.01158070192582039,0.7218522288121573
665,0.26237663890866497,0.00462139115241048,0.01147982175248457,0.7215221481864392
666,0.26285204144749763,0.00458750879548615,0.01138167555843408,0.7211787741985805
667,0.263336474248925,0.00455474508524007,0.01128624845888614,0.720822532206947
668,0.2638295421625432,0.00452308938362475,0.01119352426585886,0.7204538441879715
669,0.2643308548531594,0.00449253095234105,0.01110348562514216,0.7200731285693559
670,0.2648400267853953,0.00446305898610657,0.01101611414576507,0.7196808000827318
671,0.2653566771997586,0.00443466264341099,0.01093139052215892,0.7192772696346703
672,0.26588043008092865,0.00440733107487793,0.01084929464922761,0.7188629441949653
673,0.26641091411896417,0.00438105344934941,0.01076980573054407,0.7184382267011418
674,0.2669477626641063,0.00435581897780535,0.01069290237989857,0.7180035159781892
675,0.26749061367580845,0.00433161693522711,0.0106185627164289,0.7175592066725344
676,0.2680391096665953,0.00430843668050985,0.01054676445356482,0.7171056891993292
677,0.2685928976413173,0.00428626767452433,0.01047748498202059,0.7166433497021373
678,0.269151629032343,0.00426509949642502,0.01041070144706811,0.716172570024163
679,0.26971495963118863,0.00424492185829693,0.01034639082032269,0.7156937276901905
680,0.27028254951706676,0.0042257246182291,0.01028452996626946,0.7152071958984332
681,0.27085406298281,0.00420749779189911,0.01022509570375583,0.714713343521533
682,0.2714291684585922,0.00419023156274823,0.01016806486267014,0.7142125351159878
683,0.27200753843385334,0.00417391629082287,0.01011341433602165,0.7137051309393008
684,0.27258884937780736,0.00415854252035404,0.01006112112763153,0.7131914869742053
685,0.2731727816588946,0.00414410098614245,0.01001116239563776,0.7126719549593232
686,0.27375901946351944,0.00413058261881291,0.00996351549201049,0.7121468824256548
687,0.27434725071439386,0.00411797854899809,0.00991815799826744,0.7116166127383389
688,0.27493716698879195,0.0041062801105078,0.00987506775757162,0.7110814851431273
689,0.2755284634370053,0.00409547884253671,0.00983422290338636,0.7105418348170701
690,0.2761208387012729,0.00408556649095958,0.00979560188485512,0.7099979929229108
691,0.27671399483544296,0.00407653500876027,0.00975918348906617,0.7094502866667289
692,0.2773076372256171,0.00406837655563705,0.00972494686035453,0.7088990393583896
693,0.2779014745120103,0.00406108349682434,0.0096928715167863,0.7083445704743766
694,0.2784952185122505,0.00405464840116748,0.00966293736396275,0.7077871957226166
695,0.2790885841463319,0.00404906403848489,0.00963512470627468,0.7072272271089055
696,0.27968128936342795,0.00404432337624899,0.00960941425573012,0.7066649730045896
697,0.28027305507075795,0.00404041957561502,0.00958578713847152,0.7061007382151526
698,0.2808636050646969,0.00403734598682429,0.00956422489909163,0.705534824049384
699,0.28145266596431057,0.0040350961440064,0.00954470950285085,0.7049675283888289
700,0.2820399671474873,0.00403366375940286,0.00952722333589241,0.7043991457572151
