Ttimestamp,Average S,Average E,Average I,Average R,STD S,STD E,STD I,STD R
549,0.22281,0.00715,0.01435,0.75569,0.0143120345630289,0.00181796589626978,0.00284224089994732,0.0118737291717659
550,0.22281,0.00727,0.01393,0.75599,0.0144663940066471,0.00177391594439471,0.00291968415338981,0.0117312924361394
551,0.22304,0.00734,0.014,0.75562,0.0147246731712456,0.00214019729100951,0.00270349567946555,0.0117198596882007
552,0.22295,0.00742,0.01417,0.75546,0.0153929457147675,0.00228609322255726,0.00283746757201245,0.0117795679981153
553,0.22297,0.00728,0.01453,0.75522,0.0154247312240225,0.00222550868092867,0.00316334913940554,0.0118132505640441
554,0.22285,0.00749,0.01446,0.7552,0.0156589520012604,0.00210789521139506,0.00312914613841469,0.0120051840654129
555,0.22292,0.00725,0.01447,0.75536,0.015862800649458,0.00185487346079337,0.00296049920715334,0.0123766985366319
556,0.22296,0.00749,0.01389,0.75566,0.0162731680996664,0.0013819872969347,0.0027634318438412,0.0129372159120715
557,0.22336,0.00754,0.01385,0.75525,0.0158361190531856,0.0013031585560561,0.00265172899570576,0.0126673026156146
558,0.22349,0.00749,0.01405,0.75497,0.0162481759660038,0.00139797472557029,0.00261926622464299,0.0129523099612901
559,0.22348,0.00772,0.01405,0.75475,0.0168557144942334,0.00162193300313751,0.00260053413316914,0.0134724616244479
560,0.22375,0.00739,0.01448,0.75438,0.0170354695333654,0.00123058251788872,0.00293515095201441,0.0135557122031022
561,0.22376,0.00746,0.01433,0.75445,0.0167949198668327,0.000818127944354264,0.00286086622468712,0.0136365725573221
562,0.22362,0.00738,0.01459,0.75441,0.0169610534264041,0.000835064867739826,0.00248839528835575,0.0140662282712097
563,0.22371,0.00744,0.01451,0.75434,0.0170871914342618,0.00101784085199996,0.00223081948071904,0.0142429085668779
564,0.22414,0.00695,0.01452,0.75439,0.0167005123008581,0.000883490552046572,0.0021983832443159,0.0142117674246849
565,0.22413,0.0073,0.01432,0.75425,0.0168226071436954,0.00122020034784821,0.00220292734534957,0.0141908616917915
566,0.22433,0.00726,0.01439,0.75402,0.0171222434926683,0.00110574258607809,0.00221331827304113,0.0147472633996202
567,0.22449,0.00728,0.01453,0.7537,0.0173620563298245,0.00120995867698033,0.00186788650618821,0.015115701917028
568,0.22464,0.00771,0.01409,0.75356,0.0172385356428877,0.00120779873231337,0.00179471446196881,0.0154849173929559
569,0.22452,0.00768,0.01436,0.75344,0.0176607411446343,0.00139267927232208,0.0016741166825125,0.0159513984061308
570,0.22441,0.00786,0.01442,0.75331,0.0174879927061081,0.00150199866844149,0.0014927975229228,0.0160389421928838
571,0.22432,0.0079,0.01479,0.75299,0.0175215930275253,0.00116904519445001,0.00167693503485112,0.0160656604110894
572,0.22414,0.008,0.01527,0.75259,0.0173713813178138,0.00125521135891752,0.00162893966875524,0.0160937841693273
573,0.22367,0.008,0.01541,0.75292,0.0176453991485348,0.00136381816969859,0.00165559656921606,0.0165589049557431
574,0.22339,0.00798,0.01535,0.75328,0.0177706655912365,0.00158380694670924,0.00150720491860485,0.0168512314090098
575,0.2233,0.00799,0.01564,0.75307,0.0178950024060102,0.00142161879559888,0.0016419500601419,0.0169718099604413
576,0.22301,0.00817,0.01557,0.75325,0.0173062255978721,0.00122569708057633,0.00177328947314181,0.016826054531919
577,0.22291,0.00822,0.01532,0.75355,0.0172121694674953,0.00114192819388962,0.0018078839687448,0.017030446591652
578,0.22297,0.00781,0.01572,0.7535,0.0172816569421646,0.00101044544632553,0.00232417249312046,0.0172193044123288
579,0.22276,0.00811,0.01561,0.75352,0.0171209553212171,0.00109994949379001,0.00229659167753724,0.0170391575169927
580,0.22247,0.00823,0.01542,0.75388,0.0169725300935888,0.0011116054455906,0.0024325569537697,0.0168016401315798
581,0.22224,0.00813,0.01612,0.75351,0.0170654426644413,0.00143685613599816,0.00236680750754635,0.016985513435474
582,0.22236,0.00796,0.016,0.75368,0.0172075048226703,0.00126068764304777,0.00254296414970142,0.0170974851951976
583,0.22217,0.00812,0.01588,0.75383,0.0169398314303564,0.00169233566410449,0.00243985427615849,0.0170199915132503
584,0.22186,0.00779,0.01623,0.75412,0.0168233435704348,0.00169669613595888,0.00263988636119057,0.0173417799932225
585,0.22149,0.00793,0.01617,0.75441,0.0169326410619647,0.00122388271042976,0.00272643438293395,0.0172382939346612
586,0.22119,0.00794,0.01622,0.75465,0.0169476612611364,0.00104264620610786,0.00267241048077906,0.0172412457657663
587,0.22095,0.0082,0.01615,0.7547,0.0166007529949698,0.00105198225587063,0.00261544557495574,0.0171961882081143
588,0.22096,0.00805,0.01623,0.75476,0.0165300534381068,0.00158482385982376,0.00249891087387197,0.0173053106813423
589,0.22077,0.00792,0.01627,0.75504,0.0158262124338074,0.00169888852554316,0.00262257295206232,0.0169336089216419
590,0.22091,0.00779,0.01611,0.75519,0.0154484411295552,0.00115417117929322,0.00270819743248777,0.0167106386605792
591,0.2209,0.00777,0.01613,0.7552,0.0152513023123346,0.00134499070628759,0.00259574438049837,0.0167308763136371
592,0.22088,0.00782,0.01631,0.75499,0.0150170125746324,0.00206978259727924,0.00240067120243948,0.0164073459157781
593,0.22028,0.00838,0.01588,0.75546,0.0146329764573036,0.00194182045170677,0.00274339611106785,0.0160943882559522
594,0.22019,0.00836,0.0156,0.75585,0.0147329147753517,0.00198393548282196,0.00248685432714593,0.0162737177340917
595,0.2198,0.00824,0.01576,0.7562,0.0144281360927568,0.00187154125433202,0.00270357787632118,0.0165200887810367
596,0.21951,0.00819,0.01582,0.75648,0.0141916603053421,0.00172462556322621,0.00248542417573607,0.0162156166155414
597,0.21925,0.00815,0.01596,0.75664,0.0139197102460264,0.00141911553049387,0.00283360782984049,0.016059071510451
598,0.21922,0.00807,0.01604,0.75667,0.013375416919774,0.00189153083212748,0.00260520845828335,0.0157148938554764
599,0.21864,0.00834,0.01587,0.75715,0.013038166196892,0.00200177698835587,0.00263272144789802,0.0155830570385488
600,0.21833,0.00834,0.01597,0.75736,0.0127035471861646,0.00182037847102677,0.00283315685724913,0.0154752993150016
601,0.21797,0.00822,0.01621,0.7576,0.0127424095052702,0.00173576752155607,0.00290572232366106,0.0154527236002805
602,0.21775,0.00808,0.01632,0.75785,0.0125400026581603,0.00180049375943872,0.0028646504537591,0.015095565942061
603,0.21732,0.00806,0.01664,0.75798,0.0119571271168659,0.00169194168536231,0.00311348322265879,0.0146392774563653
604,0.21703,0.00792,0.0166,0.75845,0.0115251464198942,0.00161987653850533,0.00324824739068796,0.0141596649363998
605,0.21672,0.0082,0.01623,0.75885,0.0114044630639841,0.00191078808639554,0.00294733401191276,0.0137543730419739
606,0.21672,0.00823,0.01607,0.75898,0.0111243276950415,0.00194310747686963,0.00288368976602315,0.013401890413918
607,0.21674,0.0081,0.01616,0.759,0.0108114342763165,0.00174164673034842,0.00297739632714372,0.0131523550911783
608,0.21632,0.00811,0.016,0.75957,0.0111501669145454,0.00163397946403524,0.00293787527153743,0.0131323222961093
609,0.21619,0.00831,0.01595,0.75955,0.0109853892865832,0.00149922202047151,0.00327083067940444,0.0129936950522594
610,0.21596,0.0082,0.01599,0.75985,0.0109609610284257,0.00184511366707974,0.0030475673358708,0.0128091330264343
611,0.21544,0.00851,0.01602,0.76003,0.0105278677803247,0.00193244232341701,0.00290700303864077,0.0124836826831402
612,0.21503,0.00819,0.01645,0.76033,0.0106732323543006,0.00190988655858579,0.00300527314343749,0.0119890737293958
613,0.21471,0.00827,0.01657,0.76045,0.0105201869438396,0.00237208300398148,0.00291587608332956,0.0117195231226455
614,0.21472,0.00793,0.01705,0.7603,0.0109156157254947,0.0022891288978804,0.00329755801903301,0.0116096702986969
615,0.2144,0.00809,0.01688,0.76063,0.0106929883568626,0.00233021219825339,0.00336214217426926,0.0111409205683871
616,0.2142,0.00787,0.01671,0.76122,0.01060251542481,0.00197261811363026,0.00332981480966535,0.0105046867846902
617,0.21373,0.00817,0.01639,0.76171,0.0104972006850504,0.00195109655777918,0.00344107541329742,0.0104303456851205
618,0.21374,0.00801,0.01647,0.76178,0.010362560816066,0.00174512018051607,0.00348011813337166,0.0104524106735666
619,0.2134,0.00792,0.01652,0.76216,0.010506294409649,0.00166519935409815,0.00331052194609182,0.0104090985840914
620,0.21299,0.00816,0.0165,0.76235,0.0110077195135454,0.00145311925028731,0.00338099262216159,0.0106256764490549
621,0.2126,0.0083,0.0166,0.7625,0.0108251764163197,0.00191253177170414,0.00322317993430229,0.0105965403159081
622,0.21258,0.00846,0.01651,0.76245,0.011016835601327,0.00172059421260344,0.00351834872884678,0.0104482055875638
623,0.21235,0.00839,0.01653,0.76273,0.0111467234847037,0.00208563872444124,0.0034357758302246,0.0103348439756002
624,0.21223,0.00827,0.01635,0.76315,0.0109349643092442,0.00171985141477073,0.00359018724364683,0.0102892878492365
625,0.21208,0.00836,0.0162,0.76336,0.0106594558960577,0.00146908890888953,0.00345253530032641,0.0102751263847323
626,0.21195,0.00814,0.01659,0.76332,0.0109234965911917,0.00150273824141872,0.00368493931805909,0.0102928022315489
627,0.21181,0.00823,0.01625,0.76371,0.0113860977609637,0.00168196313871618,0.00347379075682779,0.0106694215192556
628,0.21209,0.0082,0.01595,0.76376,0.0112299648757737,0.00163639169448448,0.00338435945030797,0.0105028250167911
629,0.21162,0.00835,0.01607,0.76396,0.0117142648083437,0.00173221117521957,0.00344030037448283,0.0106403007476293
630,0.21158,0.00826,0.01611,0.76405,0.0117154029664654,0.00135006172698387,0.00363973442254606,0.0103968210953584
631,0.21154,0.00805,0.01625,0.76416,0.0122071199624554,0.00152187749543487,0.00352554172354327,0.0104096322915098
632,0.21126,0.00789,0.01636,0.76449,0.0125707950778337,0.00169276237093233,0.00308480145228182,0.0107269598054
633,0.21075,0.00811,0.01651,0.76463,0.0126417518125017,0.00128014756093889,0.00352150535992777,0.0109626689775397
634,0.21089,0.00773,0.01623,0.76515,0.0126675833001669,0.00131491444588612,0.00342573593066755,0.011277731253325
635,0.21066,0.00789,0.01636,0.76509,0.0127809058972968,0.00154520764516186,0.00348527059367147,0.0113578607140606
636,0.2107,0.00783,0.01606,0.76541,0.0134499070628759,0.00156563796013709,0.00364179442949031,0.0116791790046314
637,0.21063,0.00779,0.01609,0.76549,0.0134430527287022,0.00187879985333427,0.00320674636075606,0.0113117883447117
638,0.21037,0.00797,0.01613,0.76553,0.0138395608472395,0.00190790752163492,0.00370466672665107,0.0112091282246014
639,0.21015,0.0081,0.01619,0.76556,0.0138548226661734,0.00192238278070616,0.0034229454502746,0.011118473116595
640,0.21013,0.00793,0.01595,0.76599,0.0141797233948888,0.00191372237624305,0.00334705509034103,0.0112220467533037
641,0.21003,0.00791,0.0158,0.76626,0.0142595036535093,0.00170974332056663,0.0035421274210094,0.0115361460924638
642,0.20999,0.00796,0.01563,0.76642,0.0141643096078371,0.0018099723754798,0.00339707390427572,0.0115262791529232
643,0.20999,0.00777,0.01552,0.76672,0.0142484658043516,0.00141817566691233,0.00350517078360274,0.0117313255857981
644,0.20977,0.00789,0.01562,0.76672,0.0141453604486497,0.00161757706325095,0.00335088711305595,0.0118077940361441
645,0.21009,0.00751,0.01551,0.76689,0.0145088057552799,0.00123058251788872,0.00341872295845491,0.0120841907741754
646,0.21011,0.00767,0.01503,0.76719,0.0148712586331263,0.00129447544073523,0.00336750814566366,0.0124170536852436
647,0.20989,0.00777,0.01537,0.76697,0.0154543377585568,0.00128499891915216,0.00324792241286642,0.0132233001428035
648,0.20975,0.00763,0.01564,0.76698,0.0156237177251625,0.00152246145727532,0.00338795251180152,0.0133537177511649
649,0.21021,0.00719,0.01583,0.76677,0.0159193418345246,0.00157511904312023,0.00330119506980258,0.0138406045147361
650,0.20993,0.00745,0.01567,0.76695,0.0160393301328675,0.00138182648854494,0.00293259460394905,0.0143801753968595
651,0.20961,0.00762,0.01516,0.76761,0.0162080535537121,0.0013306639946533,0.00268460632330163,0.0147833577602203
652,0.20963,0.00764,0.01546,0.76727,0.0163064438523889,0.00152184099037974,0.0027423428750695,0.0148399648097816
653,0.20945,0.0076,0.01559,0.76736,0.0161729712792671,0.00159443476574685,0.00294597654060208,0.0149917903459786
654,0.20954,0.00777,0.01519,0.7675,0.0162664071017542,0.00186848126086997,0.0026421582087377,0.0148285760161475
655,0.20987,0.0077,0.01533,0.7671,0.0167018329000808,0.00162480768092719,0.00294091822395659,0.0150264951188078
656,0.21017,0.00741,0.01515,0.76727,0.0166781993432545,0.00156804903551444,0.00278138654471311,0.0151451532401183
657,0.21068,0.00728,0.01509,0.76695,0.0170868890608495,0.00187841540784898,0.00236147317485411,0.0155686472687185
658,0.21096,0.00729,0.01511,0.76664,0.017173765522512,0.00188588322956528,0.00231538333759229,0.0156274829138356
659,0.21092,0.00756,0.01486,0.76666,0.0172099970947121,0.00185304554120447,0.00223019680247681,0.0156824176140741
660,0.21106,0.00747,0.0152,0.76627,0.0171144643179063,0.00157554223470313,0.00239768406778059,0.0157783290201043
661,0.21113,0.00736,0.01497,0.76654,0.0170368913439825,0.0015443085471786,0.00255388592801897,0.0157004741612758
662,0.21098,0.00744,0.01527,0.76631,0.0172238078123148,0.00145235441037418,0.00291129982424804,0.0160338149615811
663,0.21048,0.00736,0.0158,0.76636,0.0172363827089355,0.00129803269946827,0.00269855928640121,0.0162022083542817
664,0.21056,0.00751,0.01569,0.76624,0.0172090544643091,0.00117515956363381,0.00252870190677615,0.0161601842673763
665,0.21042,0.00754,0.01574,0.7663,0.0169673411784719,0.00113156725140154,0.00240148102451614,0.0162734958342289
666,0.21036,0.00732,0.01594,0.76638,0.016884786051354,0.00126561359734232,0.00253517476934256,0.0166747180552543
667,0.21033,0.00736,0.01603,0.76628,0.0161191432085511,0.0015777621282479,0.00256343952965975,0.0164887705895726
668,0.20986,0.00753,0.01586,0.76675,0.0163888308850198,0.0014329844536646,0.00209082652450067,0.0166642831629006
669,0.20992,0.0075,0.0155,0.76708,0.0157729585754297,0.00130809445802324,0.00191601438175999,0.0159324825435335
670,0.20972,0.00761,0.01525,0.76742,0.0155456174603077,0.00137796145729036,0.00194722024092465,0.0158313191701345
671,0.20979,0.00757,0.01508,0.76756,0.0154115721312122,0.00138407610580729,0.00200543705405524,0.0159692203942459
672,0.20983,0.00754,0.0151,0.76753,0.0149260436076603,0.00171994831963702,0.00197821468332771,0.0159322210211466
673,0.21,0.00729,0.01512,0.76759,0.0146193175095298,0.00184297464864701,0.00190776192318527,0.0159037696439834
674,0.21,0.00736,0.01526,0.76738,0.0139761701954911,0.0018739145005991,0.00199176080670122,0.0153220103119662
675,0.20977,0.0075,0.01522,0.76751,0.0139061177584224,0.00200610180311081,0.0019998888858023,0.0152810303608392
676,0.20953,0.0077,0.01514,0.76763,0.0133050575179349,0.00157550697307953,0.0024744022847279,0.0148256571898554
677,0.20943,0.00761,0.01528,0.76768,0.0132750434190543,0.00156094700600487,0.00261737782268183,0.0150408185356457
678,0.20934,0.00763,0.01526,0.76777,0.0132871031873434,0.00143530871630849,0.00247305479114394,0.0149467239071161
679,0.20927,0.00769,0.01506,0.76798,0.012979132824996,0.00153727753584778,0.00239313833931746,0.0147752646150397
680,0.20925,0.00762,0.0151,0.76803,0.0126137711340512,0.00171062042026343,0.00259700682410433,0.0146368674547831
681,0.20936,0.00733,0.01527,0.76804,0.0124229357775581,0.00191197977674103,0.00269981480846372,0.014723994023362
682,0.20924,0.0072,0.01532,0.76824,0.0117050036783895,0.00175941909605289,0.00305570504684816,0.0146000913239153
683,0.20957,0.00713,0.01497,0.76833,0.0113278467111411,0.00219395634515467,0.00295223079495264,0.0145866034428855
684,0.20963,0.00702,0.01506,0.76829,0.0111183581921473,0.0020258331619361,0.0035286761760688,0.0146454733241671
685,0.20977,0.00688,0.01501,0.76834,0.0106974607578933,0.00201869044459796,0.00395992424169958,0.0145173612539531
686,0.20976,0.00693,0.01487,0.76844,0.0106649165230884,0.0018233363802534,0.00390414309847031,0.0141689958869514
687,0.20999,0.00688,0.01469,0.76844,0.0104268297088702,0.00177250607270547,0.00404761932773108,0.0137520261133486
688,0.21053,0.00662,0.01446,0.76839,0.0104610441373911,0.00175106316911247,0.00374854045670519,0.0135061673155472
689,0.21041,0.00669,0.01452,0.76838,0.0105211374543503,0.00184719005819951,0.00413354838150253,0.0135279792364648
690,0.21031,0.00673,0.01415,0.76881,0.0101983059595427,0.00168723969185702,0.00410886575319489,0.0129433337625547
691,0.21068,0.00663,0.01428,0.76841,0.00998162756712997,0.00172887246493199,0.00362454594857526,0.0128232817779052
692,0.2109,0.00702,0.01369,0.76839,0.0100289580715047,0.00180480839241548,0.00324771714696133,0.0127263899044466
693,0.21126,0.00725,0.01361,0.76788,0.00987873136254516,0.00203155660079217,0.0030762350726533,0.0124157426949283
694,0.21186,0.00696,0.01406,0.76712,0.0101054660676509,0.00199621864756566,0.00345935125581533,0.0121025984354142
695,0.21224,0.0068,0.0142,0.76676,0.00989435304717909,0.00181414197655837,0.00319756852068012,0.0116301523826837
696,0.21266,0.00641,0.01417,0.76676,0.00959180205522751,0.00144487600390714,0.00321940298123046,0.0112117200583437
697,0.21294,0.0064,0.01411,0.76655,0.00936900326727567,0.00149294637843725,0.00333481633677179,0.0106977931265181
698,0.21294,0.00671,0.01364,0.76671,0.00926081349918389,0.00140352730250925,0.00340594251925138,0.0108290196539976
699,0.21298,0.00693,0.01363,0.76646,0.0089675712059249,0.00130217766324978,0.00341956787393443,0.0106110215237638
700,0.21312,0.00713,0.0135,0.76625,0.00873864978128773,0.00151734417102164,0.00323728281124773,0.0106532467664401
701,0.21334,0.00702,0.01364,0.766,0.00865026653410813,0.00158801063528485,0.00313836475466657,0.0103582495303663
702,0.21376,0.007,0.01342,0.76582,0.00856935107098418,0.00141970262926979,0.00296827671666013,0.0105860285282064
703,0.21409,0.0068,0.01363,0.76548,0.00837502238802978,0.00124275679215382,0.00292956196953287,0.0101160818062682
704,0.21433,0.00674,0.01372,0.76521,0.0080469524942331,0.00122129257573915,0.00293401507229333,0.00984529780600306
705,0.21463,0.00676,0.01367,0.76494,0.00786949807802251,0.00156076904121013,0.00298032436713411,0.00966806886381948
706,0.21487,0.0068,0.01367,0.76466,0.00820637286232813,0.00118790197874703,0.00315385126120078,0.009675995498598
707,0.21493,0.00701,0.0137,0.76436,0.00780840715013134,0.00135273385737509,0.00318363872880633,0.00933466657144217
708,0.21499,0.00717,0.01339,0.76445,0.00761408782017474,0.00142364945747813,0.00274284928900992,0.00909618357090246
709,0.21514,0.00709,0.01333,0.76444,0.00742850366269457,0.00146852155433809,0.00278888667551926,0.00885364959274485
710,0.21505,0.00686,0.01363,0.76446,0.00758906376893019,0.00151011405014471,0.00274754435814966,0.00874886659326034
711,0.21529,0.00693,0.01355,0.76423,0.00739135380773449,0.00173079942993597,0.00312205416708651,0.00846312918225615
712,0.21531,0.00702,0.0135,0.76417,0.00736665912518468,0.001810954321775,0.00303095144577848,0.00848410932927619
713,0.21538,0.00712,0.01334,0.76416,0.00710974292393505,0.0019998888858023,0.0031227480775041,0.00845382227818346
714,0.21549,0.00706,0.01329,0.76416,0.00700832045183121,0.0021109239683134,0.0030708124151255,0.00798097738375444
715,0.21559,0.00692,0.01337,0.76412,0.00694381419362266,0.00182440248970572,0.00309194293464661,0.00799636028313992
716,0.2159,0.0068,0.01343,0.76387,0.00661882836224727,0.0019832633040858,0.00333068227912007,0.00775056270358623
717,0.21597,0.00679,0.01353,0.76371,0.00671698510411396,0.00182175129416114,0.00360310051668467,0.0077802384996291
718,0.21636,0.0067,0.01372,0.76322,0.0062645741187162,0.00201494416796099,0.00369678539033878,0.00733799851609567
719,0.21645,0.00649,0.0137,0.76336,0.00636836801002511,0.00182175129416114,0.00379121792216345,0.00698366347668295
720,0.21649,0.00673,0.01374,0.76304,0.00650614239691147,0.00174741078297132,0.00377982950820683,0.00667452869746872
721,0.21673,0.00673,0.01364,0.7629,0.00648434867799209,0.0019630192165245,0.00363996336977906,0.00595221714060306
722,0.21707,0.00631,0.01392,0.7627,0.0069402289427495,0.001652909892012,0.0037123816853575,0.00566293995102269
723,0.21731,0.00614,0.01379,0.76276,0.00723286480817479,0.00153347825402109,0.00364766287428601,0.00567591402330938
724,0.21749,0.00637,0.01349,0.76265,0.0073696751021406,0.00152100113229558,0.00311143053915719,0.00572795290173064
725,0.21787,0.00649,0.01359,0.76205,0.0075117759403338,0.0014433371824429,0.00286296272339609,0.00557678720730454
726,0.21831,0.00629,0.01352,0.76188,0.00765091860860874,0.00113377442396821,0.00314706212204335,0.00564344260575444
727,0.21886,0.00662,0.0131,0.76142,0.0077350860082843,0.00101302626926562,0.00285929284186765,0.00573096850453743
728,0.21944,0.0066,0.01296,0.761,0.00776991348443183,0.00104562580942387,0.00271383287784802,0.00596769078734256
729,0.21983,0.00655,0.01307,0.76055,0.00778731875123481,0.00114041902630373,0.00256300604759333,0.00574751153882173
730,0.22005,0.00672,0.01316,0.76007,0.00742177726543836,0.00129254271367203,0.0020839065877977,0.00576060374922245
731,0.22022,0.00687,0.01316,0.75975,0.00747615468599258,0.00141739197119216,0.00223019680247681,0.00573957993042851
